Date,Close,High,Low,Open,Volume
4/24/14,14.51782227,14.87515874,14.45965151,14.62585503,13355357
4/25/14,14.86684895,14.87515928,14.5676848,14.65078498,10665493
4/28/14,14.40147591,14.87515374,14.34745954,14.85853308,14423706
4/29/14,14.684021,14.79205214,14.43471737,14.52612785,11074049
4/30/14,14.51782227,14.76712756,14.41810142,14.46796184,11828111
5/1/14,14.21865273,14.4097856,14.1854114,14.3599252,13209889
5/2/14,14.45965099,14.52613209,14.16879562,14.28513872,12877932
5/5/14,14.51782227,14.66740512,14.43472209,14.6424757,8556348
5/6/14,14.50119781,14.58845392,14.43471675,14.55936855,5257604
5/7/14,14.35992622,14.46795737,14.23527282,14.41809697,8865302
5/8/14,14.26851845,14.42641164,14.16879601,14.36824088,6941304
5/9/14,14.31837463,14.44302645,14.19372282,14.37654538,6686030
5/12/14,14.42640495,14.52612576,14.3848533,14.50950509,5840472
5/13/14,14.33499432,14.53443753,14.31006332,14.44302546,5048418
5/14/14,14.45965099,14.62585452,14.43472157,14.484582,7907469
5/15/14,14.00258636,14.4264037,13.91948465,14.41809337,12810112
5/16/14,13.81145573,13.9776576,13.72004366,13.9776576,6935784
5/19/14,13.76159668,13.91117951,13.58708443,13.88624851,9567077
5/20/14,13.84469986,13.90702657,13.6701876,13.67849634,6245288
5/21/14,13.94441986,13.96103894,13.7117353,13.80314737,6173528
5/22/14,13.78652954,14.09400399,13.73666912,14.08569524,8605632
5/23/14,13.72835732,13.89871519,13.69511598,13.81145907,5806100
5/27/14,13.24636745,13.59539431,13.20066221,13.59539431,12196830
5/28/14,13.07964325,13.2713784,12.89624538,13.22969678,11999639
5/29/14,13.14633179,13.36307555,13.04629559,13.06296856,8913553
5/30/14,13.4297657,13.43810218,13.10465006,13.21302194,12864872
6/2/14,13.25470734,13.42977034,13.19635353,13.3964244,7319219
6/3/14,13.3130579,13.4130933,13.07964116,13.27137628,6551768
6/4/14,13.27137852,13.37141473,13.22136041,13.34640528,6503504
6/5/14,13.41309357,13.57148356,13.3464033,13.36307626,7417698
6/6/14,13.37975025,13.50479592,13.1796802,13.47978647,6237530
6/9/14,13.32139397,13.54655691,13.31305828,13.39642072,4594244
6/10/14,13.55481243,13.57982188,13.42143187,13.42976836,6352473
6/11/14,13.70486259,13.79656071,13.5339687,13.64650881,7668142
6/12/14,13.96329021,14.00497104,13.77155586,13.79656373,8995435
6/13/14,14.16336155,14.22171535,13.73821042,13.95495423,11771485
6/16/14,14.12167645,14.26339345,14.02172453,14.1883667,8929292
6/17/14,14.23005009,14.30507684,13.92994307,13.99663493,8765575
6/18/14,14.50514984,14.51348633,14.07166221,14.21337926,8889533
6/19/14,15.01367188,15.03868134,14.62186647,14.7552471,17776032
6/20/14,14.85526848,15.08034869,14.78857822,14.85526848,16428010
6/23/14,15.17204666,15.21372747,14.8052495,14.87193975,8749553
6/24/14,14.7885828,15.27208771,14.68854818,15.19706095,9831673
6/25/14,14.81359196,14.94697251,14.7385652,14.8469363,6211258
6/26/14,15.01367188,15.01367188,14.63853785,14.763582,7946829
6/27/14,15.02199936,15.16371639,14.88861881,15.00532639,9221867
6/30/14,15.25541687,15.28876281,14.87194812,14.94697489,7901030
7/1/14,15.16371632,15.37629107,15.02283245,15.25541445,7211742
7/2/14,15.28875542,15.38879,15.11369251,15.12202899,6742686
7/3/14,15.37212086,15.39712871,15.0470887,15.1553771,6755651
7/7/14,15.26374722,15.28875666,15.02199562,15.18038399,12778630
7/8/14,15.58052444,15.59719581,15.06367383,15.3387713,19592147
7/9/14,15.75559235,15.89730938,15.55552152,15.65555773,10934700
7/10/14,15.49716949,16.24743558,15.41389051,16.02235528,19432973
7/11/14,16.08070564,16.08904053,15.42213791,15.58886436,13206716
7/14/14,15.73892403,15.98901383,15.51384527,15.53885314,11640447
7/15/14,15.28042126,16.01401416,15.24290788,15.82227985,14481245
7/16/14,15.7472496,15.83894929,15.37211755,15.44714428,17182760
7/17/14,15.98901272,16.01402058,15.65556126,15.8222862,12789589
7/18/14,15.99734306,16.00567955,15.730582,15.77226282,9853961
7/21/14,15.92232037,16.03069148,15.67223062,16.02235499,7395315
7/22/14,15.70557594,15.90147933,15.63888566,15.88897381,6165870
7/23/14,15.62221241,15.78060242,15.59720296,15.69723917,7517248
7/24/14,15.25541687,15.55552395,15.21373604,15.5221796,9276311
7/25/14,15.5721941,15.58886707,15.17205246,15.21373328,8675672
7/28/14,15.58052444,15.60344937,15.35544426,15.50549772,5871562
7/29/14,15.49716949,15.65555951,15.44715218,15.57219626,3922213
7/30/14,15.39713001,15.49716621,15.20539569,15.39713001,7319331
7/31/14,15.07202148,15.3804651,15.04701203,15.063685,9039796
8/1/14,15.18037987,15.34710627,15.0178225,15.23039874,9151446
8/4/14,15.04699898,15.26791169,14.89694713,15.17204457,6918475
8/5/14,15.0303297,15.08034699,14.79691304,15.01365674,7038956
8/6/14,15.30543518,15.36378898,15.19706248,15.27208924,8441767
8/7/14,15.41380596,15.43047893,15.19706215,15.2804254,6636078
8/8/14,15.58052444,15.83478151,15.4721518,15.56385149,8532663
8/11/14,15.58886433,15.68889892,15.47215517,15.58052784,5724129
8/12/14,15.98901272,16.05570301,15.67223264,15.72225156,10273075
8/13/14,15.8889761,16.13906587,15.88063961,16.04736613,6881898
8/14/14,15.93899345,16.0807105,15.84729372,15.87230317,9049731
8/15/14,15.79727268,15.87646688,15.64721918,15.6889,6127744
8/18/14,15.84729671,15.84729671,15.58053553,15.6722337,6010630
8/19/14,15.69723988,15.91398369,15.63471704,15.80561099,4012303
8/20/14,15.60553551,15.69723521,15.49716443,15.67222577,5889967
8/21/14,15.38045979,15.41380413,15.15537951,15.3721233,9529184
8/22/14,15.2053957,15.38045865,15.16371488,15.3554492,8142317
8/25/14,15.01367188,15.22207931,14.9720737,15.01367188,5669545
8/26/14,15.21373081,15.23874026,15.0720138,15.22206729,6523352
8/27/14,15.14685917,15.29732331,14.99455351,15.28060614,3573721
8/28/14,15.23045254,15.29732603,15.15521966,15.29732603,4828989
8/29/14,15.37255096,15.40598849,15.1134165,15.21372749,5076471
9/2/14,14.92952251,15.15521956,14.90444436,15.07998828,8611916
9/3/14,14.8375721,15.04655199,14.82085332,15.02983321,5056506
9/4/14,14.22734928,14.93788113,14.21063051,14.92116235,14899197
9/5/14,14.34437752,14.4196104,14.14375704,14.30258218,10167039
9/8/14,13.99328995,14.28586204,13.94313523,14.23570733,10162890
9/9/14,14.11031628,14.19390852,13.83864348,14.01836624,8151932
9/10/14,13.99328995,14.21898856,13.89924966,14.0768822,10337059
9/11/14,14.09360313,14.15211724,13.79267161,13.90969983,9969103
9/12/14,13.80939007,14.17719349,13.75923375,13.98493239,9636659
9/15/14,13.74251461,13.95149445,13.68400051,13.94313506,6969929
9/16/14,13.85118294,13.97657052,13.60876716,13.7592313,9668319
9/17/14,13.58368778,13.90969578,13.52517369,13.78430821,9664862
9/18/14,13.37471104,13.642205,13.34963368,13.60040967,10904918
9/19/14,13.08213902,13.34963378,12.99854755,13.29947826,17804733
9/22/14,12.8815155,13.03198122,12.79792406,13.01526246,13348731
9/23/14,12.9901886,13.14065436,12.87315959,13.07378086,10405947
9/24/14,12.81464481,13.08213878,12.78120807,12.91495505,8994653
9/25/14,12.88987732,13.05706104,12.71433421,12.75613034,12407468
9/26/14,12.7394104,12.85643939,12.66417753,12.85643939,8278429
9/29/14,12.53878784,12.83971846,12.53042846,12.80628173,7872223
9/30/14,12.25457668,12.53878937,12.16262585,12.43847915,15680827
10/1/14,12.32981014,12.56386733,12.26293666,12.33816953,11922636
10/2/14,12.28801346,12.45519716,12.10411099,12.40504245,13281259
10/3/14,11.83661938,12.04559924,11.75302791,12.04559924,14979222
10/6/14,11.90349197,11.99126392,11.8282591,11.91185136,13520898
10/7/14,11.41866016,11.9703669,11.35178667,11.92021218,20884626
10/8/14,12.01215935,12.10411018,11.20967685,11.61927708,20503930
10/9/14,11.64435673,12.04559763,11.33924556,12.03723825,19649199
10/10/14,11.26819229,11.73630747,11.25147432,11.55240499,11679852
10/13/14,11.24311447,11.60256003,11.21803712,11.3935802,10547711
10/14/14,11.42701817,11.62763863,11.30998916,11.39358142,10184586
10/15/14,11.32670879,11.65271687,11.2013204,11.3852229,13743207
10/16/14,11.51896763,11.7028701,11.20959388,11.25983309,12821713
10/17/14,11.2096777,11.60255999,11.2096777,11.57748264,11239998
10/20/14,11.43537807,11.47717341,11.22639822,11.31834907,7814271
10/21/14,11.38522243,11.59420229,11.30163097,11.59420229,9727174
10/22/14,11.19296455,11.46045859,11.17624578,11.34342955,10546388
10/23/14,11.24311447,11.41029817,11.00069791,11.14280425,11017921
10/24/14,11.30162907,11.36014316,11.13026488,11.30162907,9428784
10/27/14,11.11772919,11.22639881,11.10101041,11.20132066,9042176
10/28/14,11.30162907,11.34342439,11.07593048,11.18460008,6909992
10/29/14,10.72484684,11.21803946,10.69976948,11.1929621,15936469
10/30/14,10.27344894,10.85023295,10.19821607,10.74156414,26754765
10/31/14,9.922364235,10.13134411,9.470967743,10.0059565,33658143
11/3/14,9.964160919,10.03103442,9.621434037,9.880568647,18582665
11/4/14,9.57963562,10.05610939,9.529480109,10.01431326,16736623
11/5/14,9.170033455,9.596351623,9.111518571,9.337217128,26787998
11/6/14,9.479324341,9.638148646,9.27034453,9.320499238,19088021
11/7/14,10.1647768,10.18985415,9.654866404,9.671584373,20838441
11/10/14,9.487683296,10.02267108,9.41245044,9.972516371,17389184
11/11/14,9.730101585,9.863848555,9.529480334,9.613072589,19777074
11/12/14,9.805335045,9.980878166,9.604714562,9.972519577,11830221
11/13/14,9.621431351,9.958390433,9.571275842,9.905644041,12111622
11/14/14,10.2650919,10.32360681,9.445891116,9.546201367,17847209
11/17/14,10.42391682,10.55766381,10.1062673,10.29016982,15598817
11/18/14,11.10937214,11.1386292,10.60364113,10.64961617,26007396
11/19/14,10.41555405,11.07593023,10.3319618,11.07593023,23849557
11/20/14,10.72484684,10.82515708,10.45735286,10.54094433,13994461
11/21/14,10.74156666,11.01742005,10.59946027,11.01742005,12994696
11/24/14,10.51586723,10.77500263,10.46989141,10.69141036,11092225
11/25/14,10.82639027,10.86835318,10.50747404,10.6165765,17978678
11/26/14,10.85156822,10.96067148,10.75924965,10.96067148,11336841
11/28/14,9.978742599,10.37319189,9.928386945,10.33962172,13464100
12/1/14,10.41515541,10.4906885,9.924191157,10.24730455,29024168
12/2/14,10.01231289,10.34088083,9.961957235,10.17177099,14920910
12/3/14,10.34801483,10.49068826,10.07106073,10.12980832,12220673
12/4/14,10.03748989,10.46970651,9.995526981,10.35640689,14256547
12/5/14,9.701788902,9.903209926,9.592685648,9.836069585,15811434
12/8/14,9.685002327,9.827675736,9.391262767,9.802498311,18571686
12/9/14,10.12141609,10.33122985,9.886424105,9.945172502,17633626
12/10/14,10.02070618,10.5074749,9.995528746,10.13820219,19150773
12/11/14,9.919992447,10.30604972,9.76640913,9.911600506,16495991
12/12/14,9.626256943,9.987136119,9.584294025,9.886425595,15284854
12/15/14,8.770216942,9.483584203,8.761824197,9.391265616,24684092
12/16/14,8.661112785,9.038778238,8.610757925,9.030385495,25554646
12/17/14,9.030385971,9.131096497,8.644328554,8.661113242,21305437
12/18/14,9.307343483,9.349306417,9.063959424,9.189847427,19607769
12/19/14,9.089130402,9.433224779,9.089130402,9.298944124,47500442
12/22/14,8.661112785,9.156273446,8.619150669,9.097525842,18471528
12/23/14,8.535224915,8.86253471,8.493261997,8.677898354,15628428
12/24/14,8.652718544,8.745036297,8.426119332,8.55200725,9273561
12/26/14,8.87931633,9.047167141,8.795390524,8.870923589,14284815
12/29/14,8.795392036,8.929673509,8.703074274,8.812177521,13918025
12/30/14,9.114310265,9.256983698,8.870926313,8.879319056,16975547
12/31/14,9.021992683,9.13948869,8.870926503,9.080740287,10793384
1/2/15,9.156271935,9.18144936,8.770214602,8.84574768,13884467
1/5/15,9.147878647,9.298944794,8.824766099,9.215018979,16028911
1/6/15,9.458407402,9.617865553,9.173060478,9.248593582,21643714
1/7/15,9.332518578,9.575902576,9.173060427,9.298948399,14361623
1/8/15,9.072348595,9.483583429,9.021992933,9.240199466,18134076
1/9/15,9.223412514,9.391263358,8.996814074,9.198235087,18536286
1/12/15,9.508760452,9.584293541,9.131095808,9.282161986,31410190
1/13/15,8.963242531,9.643038547,8.828961876,9.626253866,27751100
1/14/15,8.736644745,9.114309349,8.518438245,9.08073918,24995115
1/15/15,9.542332649,9.584295574,8.866731878,8.996817025,47959222
1/16/15,9.861246109,9.987134037,9.584292027,9.64303962,32505495
1/20/15,10.51586819,10.63336421,10.15498897,10.23891402,35889261
1/21/15,10.69210815,10.98584771,10.30605084,10.72567832,36016800
1/22/15,10.73407269,11.12013006,10.62496943,10.82639046,25263742
1/23/15,10.43194199,10.73147154,10.35640889,10.62497029,19713546
1/26/15,10.65014744,10.70889584,10.07106174,10.15498757,15655132
1/27/15,11.00263309,11.12012909,10.77603465,10.81799757,23691280
1/28/15,10.58300686,11.0111112,10.48229634,10.8431763,19198558
1/29/15,10.3144455,10.4319415,10.12989318,10.30605275,18368245
1/30/15,10.72567844,10.85995911,10.21373319,10.36479935,16184707
2/2/15,10.81799793,10.94388587,10.49068817,10.50747366,14962962
2/3/15,10.64175224,11.02780952,10.45711594,10.74246273,19240259
2/4/15,10.83478355,10.9606723,10.67532543,10.70889561,12409746
2/5/15,10.96066952,11.03620179,10.69630377,10.80121064,10662213
2/6/15,10.3396225,10.65014679,10.23051924,10.53265159,19072180
2/9/15,10.49068642,10.57461223,10.3647985,10.39836866,11698210
2/10/15,10.21373177,10.32283499,10.02909547,10.30604951,17280415
2/11/15,10.02070618,10.28926837,9.978744059,10.23891271,11344046
2/12/15,10.18016338,10.25569646,10.01231254,10.17177064,11628159
2/13/15,10.18855667,10.38997769,10.18016393,10.28087444,11347671
2/17/15,10.09623814,10.22212688,9.970350198,9.987134883,13651823
2/18/15,10.26408672,10.44033028,9.993007437,10.09623591,15644945
2/19/15,10.75925064,10.95227974,10.44872634,10.53265217,30671571
2/20/15,10.81799793,11.06977381,10.73407211,10.7928197,18397567
2/23/15,10.66693306,10.9343195,10.55782979,10.65014757,13306129
2/24/15,10.55782795,10.67532394,10.49068761,10.56622069,10869535
2/25/15,10.76848125,10.76848125,10.56044261,10.70949922,15997752
2/26/15,10.75162697,10.92857384,10.72634827,10.87801724,8433809
2/27/15,10.97070503,11.15607734,10.79375815,10.81060981,14261711
3/2/15,10.75162697,11.04653788,10.65051459,10.98755586,16977005
3/3/15,10.54097462,10.98755444,10.52412215,10.78532971,12371927
3/4/15,10.23763752,10.59995747,10.1786555,10.54097545,12873890
3/5/15,10.27134514,10.52412657,10.19551143,10.26291971,9882944
3/6/15,9.555130959,9.959580555,9.513000591,9.959580555,20398897
3/9/15,9.100124359,9.6225388,9.020076745,9.614112566,19815559
3/10/15,8.999008179,9.344475583,8.914747483,9.007433605,15071457
3/11/15,9.175960541,9.21809011,8.864197066,8.999013617,15086515
3/12/15,8.982157707,9.327625188,8.92317569,9.293921063,12812041
3/13/15,8.931602478,9.024288626,8.687247357,9.015862394,11837303
3/16/15,8.897900581,8.956882617,8.6788233,8.897900581,12741510
3/17/15,8.704098701,8.931602153,8.670394576,8.754655292,14375771
3/18/15,9.243368149,9.352906789,8.67882328,8.67882328,20626797
3/19/15,9.175960541,9.234942581,8.982161146,9.142256403,15648532
3/20/15,9.35290432,9.555129078,9.251791137,9.251791137,28775602
3/23/15,9.605686188,9.647816552,9.428739299,9.470869664,10506722
3/24/15,9.58040905,9.715225585,9.46244418,9.647817317,9020833
3/25/15,9.571980476,9.748927336,9.507100256,9.656241192,13435358
3/26/15,9.512998581,9.866892305,9.475081339,9.740502034,15229917
3/27/15,9.512998581,9.668880666,9.302347593,9.454016561,10819473
3/30/15,9.386610985,9.521427527,9.277072343,9.306563362,9911735
3/31/15,9.234941483,9.437166285,9.18438488,9.352906352,9556049
4/1/15,10.11967373,10.27976813,9.31920013,9.327625558,26491717
4/2/15,10.0101366,10.20393516,9.866893846,9.976432473,11377162
4/6/15,10.6252346,10.69264285,10.30504503,10.38087951,16710098
4/7/15,10.41458416,10.65051384,10.38930627,10.49884487,15746135
4/8/15,10.38088226,10.53255126,10.24185262,10.48199466,11274087
4/9/15,10.46514225,10.66736703,10.20814776,10.24606501,12856401
4/10/15,10.68422127,10.76005577,10.57889575,10.6420909,9019328
4/13/15,10.41458416,10.6673655,10.38930627,10.62523514,7920121
4/14/15,10.54097462,10.62523452,10.372454,10.44828768,7363273
4/15/15,10.82746506,10.97913328,10.52412701,10.57468362,14090881
4/16/15,10.65893936,10.97912895,10.59995734,10.86959034,11749201
4/17/15,10.75162697,10.9454255,10.72634827,10.75162697,9334586
4/20/15,10.74319935,10.83588548,10.57889185,10.66736487,9041071
4/21/15,10.79375744,10.84010011,10.49041949,10.65894013,8566176
4/22/15,10.42301178,10.83588756,10.38088142,10.78533177,11527680
4/23/15,10.65051937,10.73477932,10.41458957,10.45671995,8613977
4/24/15,10.54940224,10.73182543,10.45671528,10.59995803,10011216
4/27/15,10.78533363,11.24033986,10.65051709,10.66736876,23664095
4/28/15,11.20663261,11.30774499,10.54940176,10.56625342,16148893
4/29/15,11.38358212,11.54367655,11.18978275,11.25719101,15856558
4/30/15,10.97070503,11.15607734,10.89487054,11.09709532,14933221
5/1/15,11.01283169,11.03811038,10.75162495,10.82745943,10445829
5/4/15,11.09709454,11.31617176,11.07181664,11.26561517,8245038
5/5/15,11.0465374,11.40885735,10.97070372,11.23191049,8579444
5/6/15,10.64208984,11.13080016,10.59995948,11.12237392,12566753
5/7/15,10.69264603,10.71792473,10.33875303,10.55782949,10866074
5/8/15,10.74319935,10.86958961,10.65893864,10.75162558,8258604
5/11/15,10.76848125,10.87212169,10.67579508,10.71792545,6351644
5/12/15,10.810606,10.90329213,10.70949365,10.82745846,6279305
5/13/15,11.1645031,11.29931961,10.91172173,10.94542586,17001067
5/14/15,11.1055212,11.46362727,11.06339084,11.26561561,9854705
5/15/15,11.05496502,11.32459806,10.92865911,11.00440923,10456208
5/18/15,11.11394501,11.28246643,11.06338922,11.10551958,6434695
5/19/15,10.50727272,11.01283467,10.49884649,10.90329604,14190192
5/20/15,10.47356796,10.6673665,10.46514173,10.65051483,8264316
5/21/15,10.48199558,10.52412595,10.30926179,10.46514392,8617781
5/22/15,10.35560513,10.5241258,10.31347476,10.4988479,7870961
5/26/15,9.866895676,10.16180748,9.791061166,10.15338125,21705942
5/27/15,9.900738716,9.943049727,9.782268853,9.934587364,9348276
5/28/15,10.15460491,10.1799912,9.75688266,9.926125914,13398993
5/29/15,10.03613281,10.19691449,9.926124511,10.12921719,11673698
6/1/15,10.00228214,10.20537478,9.951509587,10.10382806,9064914
6/2/15,10.13768101,10.29846272,10.08267725,10.12075708,11180649
6/3/15,10.14614677,10.28154143,10.04460078,10.05306315,12849509
6/4/15,9.892279625,10.05306136,9.866893333,10.02767507,10278582
6/5/15,9.706114769,9.816123139,9.625723882,9.739963436,13752955
6/8/15,9.697649956,9.739960981,9.562255322,9.714573882,10513193
6/9/15,9.756883621,9.909202968,9.723034967,9.790732275,10314207
6/10/15,9.841505051,10.00228595,9.773807747,9.959975736,8865152
6/11/15,9.536869049,9.782272026,9.519944316,9.782272026,8249171
6/12/15,9.536869049,9.693418793,9.460709365,9.519944316,7176226
6/15/15,9.706114769,9.829662444,9.486098029,9.519946697,8739646
6/16/15,9.460713387,9.642650307,9.426864714,9.629956752,12842891
6/17/15,9.765350342,9.790736642,9.359166312,9.469173881,14361224
6/18/15,9.90920639,10.12922312,9.866895356,10.00229002,18426567
6/19/15,9.714575768,9.985365896,9.655340805,9.858432796,14184715
6/22/15,9.443781853,9.604563539,9.443781853,9.562252527,10341394
6/23/15,9.443781853,9.477630501,9.359160635,9.409933204,10233787
6/24/15,9.401473999,9.452247393,9.283004092,9.409936366,10623987
6/25/15,9.299928665,9.469171977,9.283004737,9.401474652,10482265
6/26/15,9.223767281,9.367624271,9.19838099,9.283003034,8858310
6/29/15,9.1222229,9.295697394,9.074157849,9.274542283,9929940
6/30/15,9.020673752,9.189917003,8.93605253,9.088371052,9690012
7/1/15,8.842970848,9.020676518,8.800659821,8.995290224,10581715
7/2/15,8.944519043,8.961443781,8.826049105,8.902208812,8117265
7/6/15,9.181459427,9.308391718,8.861419546,8.90220774,10550431
7/7/15,8.732964516,8.969906001,8.673729548,8.885283927,20012267
7/8/15,8.716036797,8.893657694,8.690650508,8.792196469,14728862
7/9/15,8.58910656,8.834509581,8.563720263,8.834509581,10200050
7/10/15,8.55525589,8.686420141,8.504483308,8.665264226,7351384
7/13/15,8.436783791,8.487556359,8.242153459,8.453707711,11291123
7/14/15,8.369088173,8.614491122,8.360625807,8.462171772,12978442
7/15/15,8.165996552,8.352164582,8.123686332,8.284467263,13084703
7/16/15,7.819046021,8.149070989,7.793659733,8.123684701,20033092
7/17/15,7.438250065,7.793661397,7.285930692,7.776736663,26101137
7/20/15,6.270470142,7.15899848,6.245083849,7.099763526,51242151
7/21/15,6.346628189,6.668190781,6.228157909,6.532795772,36732126
7/22/15,6.228158474,6.346628765,5.948906873,6.168923127,28402277
7/23/15,5.98275423,6.312778742,5.957367543,6.295854418,25242537
7/24/15,6.135075092,6.151999421,5.745815123,5.889672121,42133320
7/27/15,5.838899136,6.372016103,5.788126149,6.101226436,33722246
7/28/15,5.830437183,5.948907898,5.82197522,5.931983568,21550383
7/29/15,6.118150234,6.211234237,5.796587609,5.872747284,28305153
7/30/15,5.965830326,6.075838235,5.881208299,6.008140936,19622624
7/31/15,5.974293232,6.202771854,5.847360574,6.109687851,29458225
8/3/15,5.6696558,5.940445484,5.60195848,5.940445484,16055632
8/4/15,5.754277229,5.83889887,5.686579513,5.766970375,20787257
8/5/15,5.534261703,5.864286373,5.517337372,5.813513378,18031600
8/6/15,5.821974277,6.016604244,5.6527306,5.669654927,31152901
8/7/15,5.957369804,6.245083818,5.881210118,5.940445474,27458885
8/10/15,6.439713955,6.507411276,5.923521274,6.084302614,25879957
8/11/15,6.498947144,6.718963782,6.135073938,6.702039456,32488730
8/12/15,6.879747868,6.905134165,6.651269175,6.668193508,36114422
8/13/15,6.575108528,6.871284508,6.532797501,6.702041206,21069063
8/14/15,6.498947144,6.811963039,6.465098492,6.702039456,14906997
8/17/15,6.659729481,6.752813489,6.490486197,6.608956496,17356863
8/18/15,6.482024193,6.558183877,6.346629558,6.54972151,21143102
8/19/15,6.685115337,6.803585621,6.532795997,6.608955667,23983089
